396316767074385920 2
396316767074385921 2
396316767074385922 2
396316767074385923 2
396316767074385924 2
396316767074385926 0
396316767074385927 0
396316767074385970 255
396316767074385971 255
396316767342821371 2
396316767342821372 2
396316767342821373 0
396316767342821374 2
396316767342821375 2
396316767342821377 2
396316767342821378 2
396316767342821380 2
396316767611256786 0
396316767611256826 2
396316767611256827 2
396316767611256829 0
396316767611256830 2
396316767611256831 2
396316767611256832 2
396316767611256834 2
396316767611256835 2
396316767611256836 2
396316767879692281 0
396316767879692282 2
396316767879692284 2
396316767879692285 2
396316767879692286 2
396316767879692287 2
396316767879692288 2
396316767879692289 2
396316767879692290 2
396316767879692291 2
396316767879692292 2
396316767879692293 0
396316768148127738 2
396316768148127739 2
396316768148127740 2
396316768148127741 2
396316768148127742 2
396316768148127743 2
396316768148127745 2
396316768148127746 2
396316768148127747 2
396316768148127748 2
396316768148127749 0
396316768148127805 0
396316768416563197 0
396316768416563204 0
396316768416563261 0
396316768684998649 0
396316768684998659 0
396316768684998707 0
396316770027175974 0
396316770295611384 0
396316770564046814 0
396316770564046817 0
396316770564046819 0
396316770564046821 0
396316770564046827 0
396316770564046885 0
396316771100917720 0
396316771100917731 1
396316771369353176 0
396316771369353185 1
396316771369353186 1
396316771637788644 0
396316771637788664 0
396316771906224098 0
396316772174659567 1
396316772174659568 1
396316772443095024 1
396316772443095077 0
396316772443095081 0
396316772711530462 0
396316772711530533 0
396316772711530536 0
396316772711530537 0
396316772979965992 0
468374347153670089 0
468374354669862927 0
468374357891088384 0
468374360038572084 0
468374360038572105 0
468374360038572106 0
468374360575442940 3
468374360575442941 3
468374360575442942 3
468374360575442943 3
468374360575442944 3
468374360575442945 3
468374360575442946 3
468374360843878396 3
468374360843878400 255
468374360843878402 3
468374361112313852 3
468374361112313853 255
468374361112313854 255
468374361112313855 255
468374361112313858 255
468374361112313906 255
468374361112313907 255
468374361380749308 3
468374361380749309 255
468374361380749310 255
468374361380749314 3
468374361649184764 3
468374361649184765 255
468374361649184766 255
468374361649184770 3
468374361649184771 255
468374361917620220 3
468374361917620221 3
468374361917620222 3
468374361917620223 3
468374361917620224 3
468374361917620225 3
468374361917620226 3
468374361917620273 0
468374362454491140 0
468374364601974751 0
468374364601974752 0
468374364601974753 0
468374364601974757 0
468374364870410211 255
468374365138845667 255
468374365407281124 0
468374365675716600 0
468374366212587561 0
468374366481023017 0
468374366749458469 0
468374366749458470 0
468374366749458471 0
468374366749458472 0
468374366749458473 0
468374368091635691 0
468374368091635692 0
468374368360071147 0
468374368360071148 0
468374368360071149 0
468374368628506603 0
540431954344935421 255
540431954613370876 3
540431954613370877 3
540431954613370878 3
540431954613370879 3
540431954613370880 3
540431954613370881 3
540431954613370882 3
540431954881806332 3
540431954881806338 3
540431955150241787 255
540431955150241788 3
540431955418677244 255
540431955418677250 3
540431955687112700 3
540431955687112706 3
540431955687112707 255
540431955955548156 3
540431955955548157 3
540431955955548158 3
540431955955548159 3
540431955955548160 3
540431955955548161 3
540431955955548162 3
540431958639902688 0
540431958639902689 0
540431960250515497 0
540431960518950953 0
540431960787386405 0
540431960787386406 0
540431960787386407 0
540431960787386408 0
540431960787386409 0
540431962397999084 1
540431962397999085 1
612489548382863355 3
612489548382863356 3
612489548382863357 3
612489548382863358 3
612489548382863359 3
612489548382863360 3
612489548382863361 3
612489548382863362 3
612489548382863363 3
612489548651298812 3
612489548651298813 3
612489548651298814 3
612489548651298815 3
612489548651298816 3
612489548651298817 3
612489548651298818 3
612489548919734268 3
612489548919734274 3
612489549188169724 3
612489549188169730 3
612489549456605180 3
612489549456605186 3
612489549456605187 255
612489549725040636 3
612489549725040642 3
612489549725040643 255
612489549993476092 3
612489549993476093 3
612489549993476094 3
612489549993476095 3
612489549993476096 3
612489549993476097 3
612489549993476098 3
612489550261911547 3
612489550261911548 3
612489550261911549 3
612489550261911550 3
612489550261911551 3
612489550261911552 3
612489550261911553 3
612489550261911554 3
612489550261911555 3
612489552677830625 0
684547142689226747 3
684547142689226748 3
684547142689226749 3
684547142689226750 3
684547142689226751 3
684547142689226752 3
684547142689226753 3
684547142689226754 3
684547142689226755 3
684547142957662204 3
684547142957662205 3
684547142957662206 3
684547142957662207 3
684547142957662208 3
684547142957662209 3
684547142957662210 3
684547143226097660 3
684547143226097661 255
684547143226097662 255
684547143226097663 255
684547143226097664 255
684547143226097665 255
684547143226097666 3
684547143494533116 3
684547143494533117 255
684547143494533118 255
684547143494533119 255
684547143494533120 255
684547143494533121 255
684547143494533122 3
684547143762968572 3
684547143762968573 3
684547143762968574 3
684547143762968575 3
684547143762968576 3
684547143762968577 3
684547143762968578 3
684547143762968579 255
684547144031404027 3
684547144031404028 3
684547144031404029 3
684547144031404030 3
684547144031404031 3
684547144031404032 3
684547144031404033 3
684547144031404034 3
684547144031404035 3
684547144299839484 255
684547144299839485 255
684547144299839486 255
684547144299839487 255
756604736995590139 3
756604736995590140 3
756604736995590141 3
756604736995590142 3
756604736995590143 3
756604736995590144 3
756604736995590145 3
756604736995590146 3
756604736995590147 3
756604737264025596 3
756604737264025597 3
756604737264025598 3
756604737264025599 3
756604737264025600 3
756604737264025601 3
756604737264025602 3
756604737264025603 3
756604737532461052 3
756604737532461053 3
756604737532461054 3
756604737532461055 3
756604737532461056 3
756604737532461057 3
756604737532461058 3
756604737532461059 3
756604737800896507 3
756604737800896508 3
756604737800896509 3
756604737800896510 3
756604737800896511 3
756604737800896512 3
756604737800896513 3
756604737800896514 3
756604737800896515 3
756604737800896516 255
756604738069331970 255
828662331033518079 255
828662331033518083 255
828662331301953531 3
828662331301953532 3
828662331301953533 3
828662331301953534 3
828662331301953535 3
828662331301953536 3
828662331301953537 3
828662331301953538 3
828662331301953539 3
828662331570388987 3
828662331570388988 3
828662331570388989 3
828662331570388990 3
828662331570388991 3
828662331570388992 3
828662331570388993 3
828662331570388994 3
828662331570388995 3
